City	Population	Latitude	Longitude	Latitude.Point.From	Longitude.Point.From	To	From	Value	Time	Longitude.Point.To	Latitude.Point.To
Sudbury	108300	46.49	-81.01	46.4879331850644	-81.0108854635042	802	541	1448.98934160592	2016-11-26 00:05:27	-79.8533037982624	43.2671664663612
Kitchener	403800	43.46	-80.5	43.4603177844373	-80.496588203821	855	496	1430.38045573048	2016-11-26 00:05:28	-79.8502387330062	43.2529389116373
Toronto	4551800	43.65	-79.38	43.6447500428182	-79.3788809592864	808	674	2482.16747022234	2016-11-26 00:05:29	-123.144509923472	49.2811549245872
Truro	20900	45.36	-63.28	45.3559129170811	-63.2416032132794	682	165	3335.07895482471	2016-11-26 00:05:30	-79.8483229759577	43.2619499440254
Vancouver	1836500	49.28	-123.13	49.2739571033563	-123.120791972648	723	161	548.569703719113	2016-11-26 00:05:31	-125.229813034609	49.9887141777516
Montreal	3256300	45.52	-73.57	45.5138041087203	-73.7592747151652	33	856	2597.314936982	2016-11-26 00:05:32	-112.82992450913	49.6853773152428
Kingston	112700	44.23	-76.5	44.2372813552331	-76.5035653953598	503	62	108.730828028638	2016-11-26 00:05:33	-113.54267603295	53.566641658111
Rimouski	37300	48.44	-68.54	48.4362123898048	-68.5370046389902	119	302	3172.25392824039	2016-11-26 00:05:34	-79.379707772619	43.6418037478974
Quebec	643200	46.82	-71.23	46.8130617410044	-71.225338844529	791	621	4533.28556254273	2016-11-26 00:05:35	-97.1755161398847	49.8861096709493
Oshawa	244700	43.89	-78.86	43.8946021942632	-78.8628355526687	754	312	3244.11080867285	2016-11-26 00:05:36	-79.3758476559774	43.65150491967
Toronto	4551800	43.65	-79.38	43.6520541214873	-79.3825436627013	271	517	1973.90633607283	2016-11-26 00:05:37	-79.686707229867	44.3744103963612
Sudbury	108300	46.49	-81.01	46.4879331850644	-81.0108854635042	521	541	4347.19943524105	2016-11-26 00:05:38	-79.3830213661765	43.6499517842202
Toronto	4551800	43.65	-79.38	43.6586630121375	-79.3783166810501	99	807	400.932817277499	2016-11-26 00:05:39	-123.389270187446	48.4365018237435
Kingston	112700	44.23	-76.5	44.234603603202	-76.5060098343581	184	148	4437.38944123033	2016-11-26 00:05:40	-79.3797016979281	43.6580696544466
Calgary	938300	51.05	-114.06	51.0465305157228	-114.057361690422	467	91	920.707442902494	2016-11-26 00:05:41	-123.132218209255	49.2733513661645
Charlottetown	39900	46.24	-63.14	46.2335272031658	-63.145172569421	623	233	224.203137122095	2016-11-26 00:05:42	-73.4204649770364	45.5179086741719
Vancouver	1836500	49.28	-123.13	49.2790342785336	-123.117168144689	917	19	4124.2887247703	2016-11-26 00:05:43	-63.6077315335183	44.6614464802005
Thunder bay	102800	48.42	-89.28	48.4206111076194	-89.2545935451359	209	386	869.140281761065	2016-11-26 00:05:44	-78.8571029298075	43.894875237779
Saint catharines-niagara	312700	43.18	-79.24	43.1883260761898	-79.2430568825852	811	596	4089.30920562707	2016-11-26 00:05:45	-123.120437271636	49.2826586436375
Quebec	643200	46.82	-71.23	46.8281108411609	-71.2302857303606	926	892	3727.97199574998	2016-11-26 00:05:46	-123.114775501678	49.2798924964529
Hamilton	645100	43.26	-79.85	43.2641016325919	-79.8542233171861	339	173	2455.17268803669	2016-11-26 00:05:47	-82.4060205744338	42.9892841710323
Toronto	4551800	43.65	-79.38	43.652440657441	-79.3786899441228	773	107	332.104720268399	2016-11-26 00:05:48	-97.1727733934249	49.8849725507084
Brantford	88300	43.15	-80.26	43.1528285812876	-80.2593131164334	566	990	194.522788340691	2016-11-26 00:05:49	-73.7299472075049	45.5235430021174
Vancouver	1836500	49.28	-123.13	49.2833997938037	-123.120444570419	310	430	152.336565218866	2016-11-26 00:05:50	-73.4441256242923	45.5134506115448
Vancouver	1836500	49.28	-123.13	49.2873908271819	-123.126072878621	370	796	1628.28021275345	2016-11-26 00:05:51	-75.6757420828081	45.4151754532185
Toronto	4551800	43.65	-79.38	43.6537397212174	-79.385781910023	40	862	256.78040815983	2016-11-26 00:05:52	-79.3821882492739	43.642851330564
Gatineau	235000	45.42	-75.71	45.419394576982	-75.6980027987148	514	443	2102.47100504348	2016-11-26 00:05:53	-73.7410188229638	45.51947791579
Halifax	268900	44.67	-63.61	44.6718263353563	-63.6191314550294	57	778	3942.14276754064	2016-11-26 00:05:54	-79.381555426019	43.6423491574075
Toronto	4551800	43.65	-79.38	43.6412605838266	-79.3818655727056	573	298	4329.55559580587	2016-11-26 00:05:55	-79.3814277877127	43.6521853644323
Vancouver	1836500	49.28	-123.13	49.2790342785336	-123.117168144689	752	19	3944.15441906312	2016-11-26 00:05:56	-79.3804079884262	43.654771234758
Toronto	4551800	43.65	-79.38	43.6554194749868	-79.386695409056	806	333	4586.18080669548	2016-11-26 00:05:57	-79.385649271518	43.6432890791561
Vancouver	1836500	49.28	-123.13	49.2751178515384	-123.127598215544	228	989	4428.98505748017	2016-11-26 00:05:58	-73.4044430882471	45.5262371449841
Montreal	3256300	45.52	-73.57	45.5159284959412	-73.6290317211621	265	673	2188.00919380737	2016-11-26 00:05:59	-122.286871594006	49.059091660036
Corner brook	19000	48.96	-57.96	48.9631821442323	-57.9636211059737	822	739	2808.91317591304	2016-11-26 00:06:00	-79.8538137086637	43.2638564025175
Quebec	643200	46.82	-71.23	46.8246427876085	-71.2359574287518	269	757	3266.65378281614	2016-11-26 00:06:01	-73.6270828022558	45.5242984147977
Calgary	938300	51.05	-114.06	51.0477325730341	-114.069718185973	159	203	4606.51179512497	2016-11-26 00:06:02	-63.2733356181253	45.3571414749472
Ottawa	863000	45.42	-75.71	45.4229147537272	-75.7279622217996	82	479	661.38242498273	2016-11-26 00:06:03	-119.581715866161	49.5066293889619
Abbotsford	139900	49.06	-122.3	49.0570691968297	-122.290378822743	318	824	4689.32835174492	2016-11-26 00:06:04	-122.852052949091	49.0278914664836
Joliette	34600	46.03	-73.45	46.0312935652872	-73.4469657923893	9	41	3615.62335982453	2016-11-26 00:06:05	-104.612564553149	50.4455928119993
Toronto	4551800	43.65	-79.38	43.655106610939	-79.3851142446543	53	522	3549.67422087211	2016-11-26 00:06:06	-123.765883961751	48.8249492288303
Vancouver	1836500	49.28	-123.13	49.2795808004655	-123.123366302217	318	436	2425.78259125585	2016-11-26 00:06:07	-122.852052949091	49.0278914664836
Quebec	643200	46.82	-71.23	46.8211735480855	-71.2222423506878	26	655	2161.95519999601	2016-11-26 00:06:08	-123.138909977559	49.2852134326804
Montreal	3256300	45.52	-73.57	45.5202562963979	-73.6305116304648	617	731	3696.72854607925	2016-11-26 00:06:09	-73.5102497398666	45.5189710478199
London	346900	42.97	-81.24	42.9662005173312	-81.2419699392737	6	476	4300.34288094612	2016-11-26 00:06:10	-71.9532902880414	46.0596588728325
Saint john's	115400	47.58	-52.69	47.5733025032405	-52.6895184661736	738	299	2684.50943601783	2016-11-26 00:06:11	-97.1661445175213	49.8738426710843
Corner brook	19000	48.96	-57.96	48.9631821442323	-57.9636211059737	430	739	1693.13820780953	2016-11-26 00:06:12	-123.120444570419	49.2833997938037
Kanata	79300	45.34	-75.88	45.3343526390851	-75.8489395597086	822	872	604.754651873372	2016-11-26 00:06:13	-79.8538137086637	43.2638564025175
Shawinigan	49000	46.56	-72.75	46.5663844408664	-72.7491385910623	164	869	1477.96462638071	2016-11-26 00:06:14	-123.355323458974	48.4360537908551
Toronto	4551800	43.65	-79.38	43.6488728791806	-79.3869394592699	719	72	1032.17745347647	2016-11-26 00:06:15	-73.4830626557489	45.5128795304624
Woodstock	33900	43.13	-80.76	43.123537117366	-80.7572727637494	306	418	936.606283986475	2016-11-26 00:06:16	-123.11504514984	49.2767108357037
Vancouver	1836500	49.28	-123.13	49.2790067232887	-123.115849531933	887	303	2287.47030230006	2016-11-26 00:06:17	-73.4389634653409	46.0278207438178
Toronto	4551800	43.65	-79.38	43.6438486458065	-79.3827923876275	950	905	4108.33660422359	2016-11-26 00:06:18	-73.4644156196627	45.5252329601143
Campbell river	32400	49.99	-125.23	49.9887141777516	-125.229813034609	378	723	2292.70659277681	2016-11-26 00:06:19	-79.4389556521376	46.3047092800134
Montreal	3256300	45.52	-73.57	45.5214233125262	-73.4407611108816	884	244	4989.29652716033	2016-11-26 00:06:20	-73.4361731966824	45.5195883198919
Hamilton	645100	43.26	-79.85	43.2514332054585	-79.8506800213422	162	986	1933.56463299133	2016-11-26 00:06:21	-73.4211785451787	45.5130752745299
Montreal	3256300	45.52	-73.57	45.5267935648058	-73.5328319769721	837	857	1649.37895491021	2016-11-26 00:06:22	-114.050007671258	51.0514856852883
Montreal	3256300	45.52	-73.57	45.526073398287	-73.5316682602153	548	544	588.085195375606	2016-11-26 00:06:23	-73.4473420789928	45.5173477760987
Brantford	88300	43.15	-80.26	43.1460584642411	-80.258109796972	848	771	4897.40793677047	2016-11-26 00:06:24	-97.1752838106866	49.8808641066785
Montreal	3256300	45.52	-73.57	45.527566777899	-73.6709373124872	48	711	3563.19131588098	2016-11-26 00:06:25	-123.12946346863	49.2848105502655
Calgary	938300	51.05	-114.06	51.049754179305	-114.055604224902	689	400	4754.29792721989	2016-11-26 00:06:26	-97.1643099899589	49.8755433303913
Saint catharines-niagara	312700	43.18	-79.24	43.1788138645836	-79.2328081693999	515	322	351.358412229456	2016-11-26 00:06:27	-73.7234397681719	45.5252051398613
Montreal	3256300	45.52	-73.57	45.5254860407612	-73.5130817756762	864	55	4723.72446025256	2016-11-26 00:06:28	-73.5344952124385	45.5137707540679
Toronto	4551800	43.65	-79.38	43.6438486458065	-79.3827923876275	304	905	630.286033498123	2016-11-26 00:06:29	-79.3761077639337	43.6467213990386
Toronto	4551800	43.65	-79.38	43.6505651129355	-79.3743829999163	458	328	2301.14980464568	2016-11-26 00:06:30	-63.6073391533534	44.6739533160466
Grande prairie	39600	55.18	-118.8	55.177246295866	-118.769253007336	835	696	1118.05272309575	2016-11-26 00:06:31	-105.74954179214	53.1932064143043
Saskatoon	195000	52.15	-106.66	52.1443130628378	-106.647378175737	600	308	3287.53819467966	2016-11-26 00:06:32	-78.8647204619557	43.8958112862709
Toronto	4551800	43.65	-79.38	43.6435580372602	-79.3766016355344	132	563	3929.4425451546	2016-11-26 00:06:33	-75.8590968369801	45.3434717708817
Oshawa	244700	43.89	-78.86	43.8933013134443	-78.8590974400939	74	961	4282.12116523646	2016-11-26 00:06:34	-71.2286029606004	46.823995361937
Kanata	79300	45.34	-75.88	45.3343526390851	-75.8489395597086	185	872	1996.77201925078	2016-11-26 00:06:35	-79.2368983141035	43.1783974067881
Victoria	289400	48.43	-123.37	48.4322375506182	-123.372791980751	705	774	859.381064050831	2016-11-26 00:06:36	-73.5198107058467	45.5122591843504
Winnipeg	637900	49.88	-97.17	49.8770715106535	-97.1736486654292	846	509	892.649341910146	2016-11-26 00:06:37	-79.2441578373015	43.1757642014557
Charlottetown	39900	46.24	-63.14	46.2335272031658	-63.145172569421	82	233	3313.47567301709	2016-11-26 00:06:38	-119.581715866161	49.5066293889619
Halifax	268900	44.67	-63.61	44.6739533160466	-63.6073391533534	508	458	3095.73423101101	2016-11-26 00:06:39	-73.25827986182	45.3097127297985
Montreal	3256300	45.52	-73.57	45.525183301288	-73.7824484843134	361	169	141.241571481805	2016-11-26 00:06:40	-79.3820128882339	43.6497794583964
Brantford	88300	43.15	-80.26	43.1478470352905	-80.2658541819178	639	994	2479.30525585543	2016-11-26 00:06:41	-114.059148488078	51.050815593593
Montreal	3256300	45.52	-73.57	45.5187044236392	-73.5162216808729	60	463	4744.66642278712	2016-11-26 00:06:42	-71.2333562731702	46.822675209201
Montreal	3256300	45.52	-73.57	45.5180806421105	-73.5428774516458	99	432	4101.68428602628	2016-11-26 00:06:43	-123.389270187446	48.4365018237435
Winnipeg	637900	49.88	-97.17	49.8821765869507	-97.1771329178842	731	171	3223.88483134564	2016-11-26 00:06:44	-73.6305116304648	45.5202562963979
Montreal	3256300	45.52	-73.57	45.5149932989243	-73.5775211020605	173	141	1048.69847453665	2016-11-26 00:06:45	-79.8542233171861	43.2641016325919
Vancouver	1836500	49.28	-123.13	49.2790342785336	-123.117168144689	518	19	4059.41295337398	2016-11-26 00:06:46	-79.6821553078774	44.3774060280457
Kingston	112700	44.23	-76.5	44.234603603202	-76.5060098343581	183	148	1291.50182368467	2016-11-26 00:06:47	-79.3870069484104	43.6514786879089
Kitchener	403800	43.46	-80.5	43.4685670414303	-80.5009186865688	500	390	1834.06326957047	2016-11-26 00:06:48	-123.720620725244	48.8220899887033
Calgary	938300	51.05	-114.06	51.049754179305	-114.055604224902	334	400	3808.88358424418	2016-11-26 00:06:49	-73.5442564933123	45.5125725545766
Toronto	4551800	43.65	-79.38	43.6511083157794	-79.3824465108981	668	903	1798.33416719921	2016-11-26 00:06:50	-73.7467138313888	45.5210828231334
Toronto	4551800	43.65	-79.38	43.6447500428182	-79.3788809592864	389	674	3180.36161975469	2016-11-26 00:06:51	-73.829915242342	45.5203728358501
Toronto	4551800	43.65	-79.38	43.6414325505081	-79.3802116738391	823	133	3978.7628651713	2016-11-26 00:06:52	-77.7764494179848	48.1051159527909
Hamilton	645100	43.26	-79.85	43.2557558628195	-79.8603283032972	454	854	1010.20945473574	2016-11-26 00:06:53	-113.548359520275	53.5732904692614
Montreal	3256300	45.52	-73.57	45.5167862665766	-73.317693698461	29	267	2585.62091031345	2016-11-26 00:06:54	-73.5788623592865	45.5165110489144
Thunder bay	102800	48.42	-89.28	48.4206111076194	-89.2545935451359	67	386	327.369600650854	2016-11-26 00:06:55	-97.167227550304	49.8749316666018
Toronto	4551800	43.65	-79.38	43.6455963505369	-79.3860962219761	963	415	3880.02843373688	2016-11-26 00:06:56	-79.6826959865362	44.3783930524845
Victoria	289400	48.43	-123.37	48.428966612834	-123.403165004158	237	960	854.234644130338	2016-11-26 00:06:57	-79.383314075629	43.6459706939784
Prince albert	34200	53.2	-105.75	53.2044868442641	-105.755345820004	49	923	909.504060051404	2016-11-26 00:06:58	-123.966081248154	49.2174379491534
Grande prairie	39600	55.18	-118.8	55.177246295866	-118.769253007336	821	696	4736.79878332186	2016-11-26 00:06:59	-113.542110850396	53.5755521795669
Barrie	147200	44.38	-79.68	44.3885502132494	-79.6826107141655	303	216	1978.98435211973	2016-11-26 00:07:00	-123.115849531933	49.2790067232887
Toronto	4551800	43.65	-79.38	43.646714238506	-79.3868162261565	460	680	3677.24438289879	2016-11-26 00:07:01	-72.5674147116948	46.3414155726185
Hamilton	645100	43.26	-79.85	43.2557558628195	-79.8603283032972	181	854	2427.35225454671	2016-11-26 00:07:02	-80.2597676417205	43.5651240403951
Sudbury	108300	46.49	-81.01	46.4879331850644	-81.0108854635042	932	541	3077.0185199799	2016-11-26 00:07:03	-80.4944882983741	43.4656868416902
Abbotsford	139900	49.06	-122.3	49.0630809848346	-122.314450747937	303	632	1963.55109463912	2016-11-26 00:07:04	-123.115849531933	49.2790067232887
Toronto	4551800	43.65	-79.38	43.6513562226401	-79.3870555778487	799	616	1090.01848601038	2016-11-26 00:07:05	-79.378702575955	43.6423712170008
Vancouver	1836500	49.28	-123.13	49.2877642471655	-123.122837723847	718	611	836.449574760627	2016-11-26 00:07:06	-123.961364788391	49.2119247889101
Ottawa	863000	45.42	-75.71	45.4151754532185	-75.6757420828081	30	370	4747.11065574083	2016-11-26 00:07:07	-72.5004021098865	45.8892441840117
Montreal	3256300	45.52	-73.57	45.5116093409131	-73.5790239810272	956	661	240.880225552246	2016-11-26 00:07:08	-80.2607994143808	43.1433929055876
Oshawa	244700	43.89	-78.86	43.8918393939001	-78.8678816876009	307	452	3878.22792005027	2016-11-26 00:07:09	-79.3859788711383	43.6554654930319
Montreal	3256300	45.52	-73.57	45.5265219130795	-73.67392129513	172	609	677.78847378213	2016-11-26 00:07:10	-123.34017396438	48.4319901063846
Montreal	3256300	45.52	-73.57	45.5163717226289	-73.6431899899118	109	882	2870.42189479107	2016-11-26 00:07:11	-114.054249155076	51.0503054894977
Sherbrooke	129000	45.4	-71.9	45.4001430604476	-71.9402796999501	841	385	1402.01537979301	2016-11-26 00:07:12	-108.286596566525	52.7954160592672
Montreal	3256300	45.52	-73.57	45.5236105918923	-73.4477478348841	73	201	2010.24761346634	2016-11-26 00:07:13	-73.7686968426025	45.5192090099201
Montreal	3256300	45.52	-73.57	45.5251021229308	-73.6708254368953	925	895	1270.25200453354	2016-11-26 00:07:14	-72.5115413087998	45.8948982751159
Victoriaville	35200	46.06	-71.96	46.0596588728325	-71.9532902880414	419	6	2500.66627970664	2016-11-26 00:07:15	-73.4062530090814	45.5133187452627
Toronto	4551800	43.65	-79.38	43.646265296884	-79.3730338301631	317	121	1785.58786393842	2016-11-26 00:07:16	-75.8811462086028	45.3475771344636
Montreal	3256300	45.52	-73.57	45.5235778713112	-73.3816642183582	484	406	2354.27579892566	2016-11-26 00:07:17	-75.6647240972128	45.4229392317561
Saint catharines-niagara	312700	43.18	-79.24	43.1739630990889	-79.2436213382551	705	424	1072.37605840201	2016-11-26 00:07:18	-73.5198107058467	45.5122591843504
Toronto	4551800	43.65	-79.38	43.6545579857359	-79.3761249786856	833	936	3702.95537770726	2016-11-26 00:07:19	-73.5504743804446	45.5196969264667
Sault sainte marie	66700	46.53	-84.35	46.5260965362572	-84.3489130646207	283	657	2700.26189428754	2016-11-26 00:07:20	-73.4146671003566	45.5261739197256
Brantford	88300	43.15	-80.26	43.1460584642411	-80.258109796972	353	771	900.466791796498	2016-11-26 00:07:21	-97.1763883063918	49.8733628164898
Fredericton	52800	45.96	-66.66	45.9684456913532	-66.6596647421549	707	800	254.492074309383	2016-11-26 00:07:22	-73.6811507117903	45.5211011528472
Nanaimo	81200	49.21	-123.97	49.2082288386475	-123.953673240362	703	126	269.824287632946	2016-11-26 00:07:23	-72.7888858592934	45.4103175220062
Vancouver	1836500	49.28	-123.13	49.2866952735909	-123.125244829914	394	530	3478.2718772185	2016-11-26 00:07:24	-73.5004926550507	45.5168153261692
Ottawa	863000	45.42	-75.71	45.4161636382562	-75.6965499092787	527	535	224.149049748667	2016-11-26 00:07:25	-78.8630681654151	43.8934199518945
Vancouver	1836500	49.28	-123.13	49.274672917341	-123.127174138066	284	880	2536.83181981323	2016-11-26 00:07:26	-124.999054165083	49.6965912321383
Sudbury	108300	46.49	-81.01	46.4859798046147	-81.0184697430617	184	722	3698.37821212132	2016-11-26 00:07:27	-79.3797016979281	43.6580696544466
Montreal	3256300	45.52	-73.57	45.5156937836394	-73.6094431272507	387	427	1556.06525616022	2016-11-26 00:07:28	-78.8588859705737	43.8827622878384
Brantford	88300	43.15	-80.26	43.1433929055876	-80.2607994143808	919	956	1673.97094730986	2016-11-26 00:07:29	-79.3813196362829	43.6483342290434
Toronto	4551800	43.65	-79.38	43.6549988226544	-79.3855375617017	550	868	4300.80464051571	2016-11-26 00:07:30	-123.133033241618	49.2857768433079
Edmonton	812400	53.57	-113.54	53.5686520036068	-113.543131993815	697	967	1224.18554079486	2016-11-26 00:07:31	-79.3809614337206	43.652558691928
Toronto	4551800	43.65	-79.38	43.6468717065797	-79.3771378952508	398	354	3318.79348871298	2016-11-26 00:07:32	-71.8806888245256	45.3926759407182
Montreal	3256300	45.52	-73.57	45.5135604203633	-73.7123560996275	809	918	4660.59832030442	2016-11-26 00:07:33	-123.142329177084	49.2757387419914
Toronto	4551800	43.65	-79.38	43.6445397393815	-79.3752003580057	449	904	2778.45996662509	2016-11-26 00:07:34	-75.751636609838	45.4155501213527
Montreal	3256300	45.52	-73.57	45.5210828231334	-73.7467138313888	69	668	3128.17759402096	2016-11-26 00:07:35	-73.7792015224184	45.5161935784777
Grande prairie	39600	55.18	-118.8	55.177246295866	-118.769253007336	454	696	851.120915985666	2016-11-26 00:07:36	-113.548359520275	53.5732904692614
Ottawa	863000	45.42	-75.71	45.4164157534918	-75.7049575492227	623	671	2382.82743423479	2016-11-26 00:07:37	-73.4204649770364	45.5179086741719
Sherbrooke	129000	45.4	-71.9	45.4001430604476	-71.9402796999501	131	385	1860.35219943151	2016-11-26 00:07:38	-71.2271994272631	46.8141306152782
Toronto	4551800	43.65	-79.38	43.6511083157794	-79.3824465108981	531	903	1761.83193348115	2016-11-26 00:07:39	-63.2784811649749	45.3522960318819
Montreal	3256300	45.52	-73.57	45.526073398287	-73.5316682602153	391	544	960.99934480153	2016-11-26 00:07:40	-78.8687687782311	43.8901205024487
Toronto	4551800	43.65	-79.38	43.6500463643293	-79.3828274369413	192	428	3688.13702900661	2016-11-26 00:07:41	-79.3760383495114	43.6493149987843
Montreal	3256300	45.52	-73.57	45.5150964901046	-73.5909890718231	679	717	4785.02968359971	2016-11-26 00:07:42	-79.3783015418336	43.6524277907223
Toronto	4551800	43.65	-79.38	43.6479925251855	-79.3735309937174	933	866	3679.79347943328	2016-11-26 00:07:43	-113.542458484053	53.5758084923746
Montreal	3256300	45.52	-73.57	45.51947791579	-73.7410188229638	837	514	4977.73253953783	2016-11-26 00:07:44	-114.050007671258	51.0514856852883
London	346900	42.97	-81.24	42.9724625141282	-81.2381635965806	250	384	3366.0453303135	2016-11-26 00:07:45	-71.8806925806686	45.4031812435733
Toronto	4551800	43.65	-79.38	43.6498953934874	-79.3748840052182	94	894	2832.37389972201	2016-11-26 00:07:46	-79.3775788387258	43.6469644569897
Montreal	3256300	45.52	-73.57	45.5255707040147	-73.5794469026478	901	444	4487.5911076786	2016-11-26 00:07:47	-79.3773093297485	43.6559635330859
Hamilton	645100	43.26	-79.85	43.2529389116373	-79.8502387330062	761	855	2189.18845644221	2016-11-26 00:07:48	-83.0294505475158	42.305513485147
Montreal	3256300	45.52	-73.57	45.5171706504867	-73.7127478682422	959	208	809.613881830592	2016-11-26 00:07:49	-71.8577110709577	45.3980417390332
Hamilton	645100	43.26	-79.85	43.2514332054585	-79.8506800213422	286	986	1415.72968799155	2016-11-26 00:07:50	-81.2536407478395	42.971273792143
Sherbrooke	129000	45.4	-71.9	45.4001430604476	-71.9402796999501	48	385	210.232872213237	2016-11-26 00:07:51	-123.12946346863	49.2848105502655
Thunder bay	102800	48.42	-89.28	48.4271259293148	-89.2785407723623	994	157	2437.01569623081	2016-11-26 00:07:52	-80.2658541819178	43.1478470352905
Montreal	3256300	45.52	-73.57	45.5116093409131	-73.5790239810272	907	661	223.849730938673	2016-11-26 00:07:53	-73.4223838385799	45.527266494462
Oshawa	244700	43.89	-78.86	43.8987050771641	-78.8595040900605	278	861	2846.81107938522	2016-11-26 00:07:54	-122.285253719327	49.0554413867266
Beloeil	42900	45.55	-73.23	45.5504378101729	-74.5338959443843	301	886	3672.95208247378	2016-11-26 00:07:55	-79.3774016153059	43.6558716536649
Toronto	4551800	43.65	-79.38	43.6491090669098	-79.3731374057186	102	766	607.9486247967	2016-11-26 00:07:56	-123.14225308427	49.2815848326045
Toronto	4551800	43.65	-79.38	43.6467633674721	-79.3872852735305	586	787	4370.90872355038	2016-11-26 00:07:57	-71.8571638295764	45.4005425693042
Montreal	3256300	45.52	-73.57	45.525183301288	-73.7824484843134	317	169	1031.75886929967	2016-11-26 00:07:58	-75.8811462086028	45.3475771344636
Vancouver	1836500	49.28	-123.13	49.2832476616819	-123.121135544215	497	818	1343.19280952914	2016-11-26 00:07:59	-79.3830786261378	43.656101921134
Montreal	3256300	45.52	-73.57	45.5116093409131	-73.5790239810272	819	661	3432.97156752087	2016-11-26 00:08:00	-79.3828962262542	43.656822347332
Quebec	643200	46.82	-71.23	46.8265250587951	-71.2285700415243	382	834	4408.99648718769	2016-11-26 00:08:01	-105.747536304193	53.2067992915725
Oshawa	244700	43.89	-78.86	43.8946021942632	-78.8628355526687	3	312	3926.2783001177	2016-11-26 00:08:02	-73.3394977333315	45.5241323668883
Sarnia	81900	42.99	-82.4	42.9931051810447	-82.40665522267	188	708	4527.25567211164	2016-11-26 00:08:03	-79.3725288299431	43.64479530633
Hamilton	645100	43.26	-79.85	43.2557558628195	-79.8603283032972	371	854	3828.18496022373	2016-11-26 00:08:04	-71.2241517708603	46.8164599932336
Vancouver	1836500	49.28	-123.13	49.2823109010397	-123.138556131681	865	941	1423.44818091951	2016-11-26 00:08:05	-84.0857940471363	42.4172948379934
Medicine hat	60300	50.04	-110.69	50.0375372102169	-110.686661054187	564	580	376.529194845352	2016-11-26 00:08:06	-73.4315676694103	45.520617211707
Victoria	289400	48.43	-123.37	48.4261532902786	-123.356537434155	583	801	1448.75890726689	2016-11-26 00:08:07	-78.8637510917147	43.8881846030181
Vancouver	1836500	49.28	-123.13	49.2811549245872	-123.144509923472	135	808	2643.31507828319	2016-11-26 00:08:08	-80.5048581549712	43.4644596167538
Lethbridge	70100	49.69	-112.83	49.6834356374072	-112.828649459846	216	116	1299.7685860144	2016-11-26 00:08:09	-79.6826107141655	44.3885502132494
Toronto	4551800	43.65	-79.38	43.643254103138	-79.3781892352748	513	844	3890.57627255097	2016-11-26 00:08:10	-122.277661036168	49.0625138931046
Montreal	3256300	45.52	-73.57	45.5192911033739	-73.7477613913589	885	495	3211.92306929734	2016-11-26 00:08:11	-79.377410251549	43.6573510848773
Toronto	4551800	43.65	-79.38	43.643254103138	-79.3781892352748	12	844	4929.56937006675	2016-11-26 00:08:12	-118.802572900857	55.1770507959342
Montreal	3256300	45.52	-73.57	45.518394111109	-73.5541871146428	60	512	2050.05880965618	2016-11-26 00:08:13	-71.2333562731702	46.822675209201
Truro	20900	45.36	-63.28	45.3522960318819	-63.2784811649749	172	531	4329.9546748749	2016-11-26 00:08:14	-123.34017396438	48.4319901063846
Barrie	147200	44.38	-79.68	44.3823333220308	-79.6854695510643	294	560	2651.65661441861	2016-11-26 00:08:15	-79.2503823037596	44.2716321345376
London	346900	42.97	-81.24	42.9724625141282	-81.2381635965806	331	384	262.332248268649	2016-11-26 00:08:16	-123.128851915832	49.2834365709582
Sherbrooke	129000	45.4	-71.9	45.3926759407182	-71.8806888245256	116	398	2869.75117102265	2016-11-26 00:08:17	-112.828649459846	49.6834356374072
Vancouver	1836500	49.28	-123.13	49.274506410781	-123.140674846508	23	935	3195.27014327468	2016-11-26 00:08:18	-71.2239672774987	46.8233079463935
Vancouver	1836500	49.28	-123.13	49.2880525339885	-123.131255985603	233	562	2508.75290215481	2016-11-26 00:08:19	-63.145172569421	46.2335272031658
Abbotsford	139900	49.06	-122.3	49.0570691968297	-122.290378822743	916	824	395.164066401776	2016-11-26 00:08:20	-124.332346353463	49.327900626727
Granby	53800	45.41	-72.73	45.414662460976	-72.7454143148853	924	259	4188.29194339924	2016-11-26 00:08:21	-80.263241297649	43.5645743252846
Abbotsford	139900	49.06	-122.3	49.0553001880825	-122.305141960589	13	108	4725.04808650119	2016-11-26 00:08:22	-73.3214809157816	45.5220345105567
Regina	174600	50.45	-104.61	50.4541279884654	-104.613513240097	177	225	2086.9908956578	2016-11-26 00:08:23	-75.7246889142052	45.4268258990316
Montreal	3256300	45.52	-73.57	45.5134782945485	-73.7113354461962	181	877	2155.69959821878	2016-11-26 00:08:24	-80.2597676417205	43.5651240403951
Vancouver	1836500	49.28	-123.13	49.2757387419914	-123.142329177084	782	809	1000.72233120445	2016-11-26 00:08:25	-81.2341982717407	42.9714053521622
Val-d'or	25300	48.11	-77.79	48.1151852090694	-77.7955087642547	364	836	2827.74196447572	2016-11-26 00:08:26	-123.12540041316	49.2787266335882
Vancouver	1836500	49.28	-123.13	49.2860727829188	-123.131991571821	263	747	3048.64184516482	2016-11-26 00:08:27	-79.3735485931107	43.6535625519721
Joliette	34600	46.03	-73.45	46.0312935652872	-73.4469657923893	440	41	102.394308405928	2016-11-26 00:08:28	-79.2468681508492	43.1745959226844
Kingston	112700	44.23	-76.5	44.234603603202	-76.5060098343581	221	148	1618.33442645147	2016-11-26 00:08:29	-80.5066818548297	43.4550888874198
