City.From	Latitude.Point.From	Longitude.Point.From	To	From	Value	Time	Longitude.Point.To	Latitude.Point.To	City.To
Edmonton	53.3601328652774	-113.187920805521	304	312	1619.18163894443	2016-11-26 00:05:54	-79.3629579639635	43.9834275922125	Toronto
Oshawa	44.1356819314344	-78.5289230413737	638	114	4300.43884137413	2016-11-26 00:05:55	-123.404195507818	48.9548602645789	Vancouver
Montreal	45.7126314921252	-71.0994774803523	15	699	1784.70646564383	2016-11-26 00:05:56	-113.572052457943	50.9020694631513	Calgary
Toronto	43.3809405743583	-79.4984035080877	231	718	3524.40376443556	2016-11-26 00:05:57	-65.4675538989604	45.6179073648609	Saint john
Chicoutimi-jonquiere	48.1856966921867	-69.8197055099135	356	750	3661.82315764017	2016-11-26 00:05:58	-72.4454906877781	46.3504542490487	Trois-rivieres
Oshawa	43.6446891882417	-79.1946335308331	462	455	2209.03250753181	2016-11-26 00:05:59	-78.9184321688404	45.3031987715608	Ottawa
Granby	45.1548630423291	-70.1844072842609	815	809	1423.76522881677	2016-11-26 00:06:00	-122.78816705548	49.3478318515406	Vancouver
Montreal	45.7448380451668	-85.2218816154327	591	477	1769.66899104882	2016-11-26 00:06:01	-56.4990472500043	45.6035325350481	New glasgow
Toronto	43.6906383882074	-79.0840473099069	74	931	343.609793798532	2016-11-26 00:06:02	-79.7810456903729	43.563183109095	Toronto
Thetford mines	46.2802263908476	-70.5701367036188	375	295	4534.69534019241	2016-11-26 00:06:03	-113.994270065276	51.2996252679067	Calgary
Edmonton	53.4597790015423	-113.706303541055	580	867	4679.50010088971	2016-11-26 00:06:04	-80.2120624096795	43.3184093281454	Guelph
Guelph	43.7973501264997	-80.4462349521262	799	405	1744.87885768758	2016-11-26 00:06:05	-79.1363163944656	43.6988106462587	Toronto
Quebec	46.597447748471	-71.5969931057394	142	426	4906.52713938616	2016-11-26 00:06:06	-70.8259260929131	46.9935297540579	Quebec
Midland	44.772291371524	-79.3246697509199	13	855	1038.09099554783	2016-11-26 00:06:07	-79.6227209894075	43.7758967857857	Toronto
Montreal	45.4489130172223	-67.9581005831245	746	565	1859.81537908083	2016-11-26 00:06:08	-79.9326271302039	43.5326131142902	Hamilton
Calgary	50.8548808139956	-114.544307339724	62	459	3312.4050968443	2016-11-26 00:06:09	-80.1685009293858	43.2251295272068	Hamilton
Gatineau	45.3007725368247	-75.0721191876571	467	443	4358.48022769205	2016-11-26 00:06:10	-79.3938711592486	43.278158328693	Toronto
Georgina	44.5992798723137	-79.2437652302948	342	960	1416.15815726109	2016-11-26 00:06:11	-73.8715389831845	45.3595502563582	Gatineau
Montreal	45.6453305554434	-75.8475125122776	641	482	2624.53422268154	2016-11-26 00:06:12	-79.2976339673713	43.4561603060247	Toronto
Winnipeg	49.6077444036384	-97.0293794466468	384	513	768.306720862165	2016-11-26 00:06:13	-68.5158623329338	45.6696524308707	Montreal
Montreal	45.4933570333202	-73.9066091207018	553	773	3924.72462101141	2016-11-26 00:06:14	-79.2128860297131	43.7430101586333	Toronto
Toronto	43.3371021234545	-79.2724494355574	686	677	3926.95831313031	2016-11-26 00:06:15	-122.88273714959	49.510974833213	Vancouver
Vancouver	49.3704643806746	-123.584957971203	454	647	2523.0294032488	2016-11-26 00:06:16	-63.0556752961837	45.3755228832758	Montreal
Chatham	42.358261938751	-289.087366138785	161	244	3185.43170306366	2016-11-26 00:06:17	-79.0747223073324	43.6584456851221	Toronto
Winnipeg	49.9701057537278	-96.9048897439705	166	445	4001.41968557145	2016-11-26 00:06:18	-78.1703478970411	45.5251395009855	Ottawa
Vancouver	49.1871543158331	-123.287532083319	587	97	548.772659874521	2016-11-26 00:06:19	-104.998607827776	50.6446890157685	Regina
Sherbrooke	45.5911757612409	-69.2927647037338	415	109	1969.5724334335	2016-11-26 00:06:20	-79.330766987067	43.8012517657287	Toronto
Sault sainte marie	46.1934091081991	-84.5693437131367	349	930	51.2065506540239	2016-11-26 00:06:21	-74.572628256655	45.6212226031881	New glasgow
Kitchener	43.4082755826584	-80.9359004058346	195	861	3900.91206996003	2016-11-26 00:06:22	-119.103540994299	50.1363668248575	Kelowna
Montreal	45.3617614567768	-73.2636789432783	48	967	4164.06908089994	2016-11-26 00:06:23	-65.7612703813074	47.3551424599478	Bathurst
Vancouver	49.6283426793024	-122.731400172025	332	879	4453.51420111256	2016-11-26 00:06:24	-63.6769269846543	45.0488800380697	Halifax
Edmonton	53.6435188381981	-113.977775622252	744	781	4303.09214571025	2016-11-26 00:06:25	-79.1144605133927	43.5438437143736	Toronto
Sorel	46.1677769366763	-73.0865005242795	795	508	3193.72774610529	2016-11-26 00:06:26	-79.2409417594135	43.6326868405185	Toronto
Kitchener	43.5657695049983	-80.4281052940851	147	987	3632.12588191964	2016-11-26 00:06:27	-80.0508790118839	43.9968065405248	Orangeville
Campbell river	50.2591885836145	-125.43759191549	820	536	4558.68371727411	2016-11-26 00:06:28	-124.940492598215	50.0065323326437	Campbell river
Granby	45.1548630423291	-70.1844072842609	311	809	1077.94125727378	2016-11-26 00:06:29	-80.6251861407387	46.7518035321801	Sudbury
Edmonton	53.3601328652774	-113.187920805521	893	312	3771.31703133928	2016-11-26 00:06:30	-75.139329821637	45.5336210539995	Montreal
Ottawa	44.9985423609398	-75.853499659563	936	697	119.91332275793	2016-11-26 00:06:31	-79.0206282696772	43.780523528166	Toronto
Toronto	43.3809405743583	-79.4984035080877	243	718	3937.96994569711	2016-11-26 00:06:32	-79.0048568177118	43.7373020773781	Toronto
Montreal	45.4877963868308	-72.1841879016017	716	346	3200.8608599077	2016-11-26 00:06:33	-113.98938505584	51.2592917397678	Calgary
Saint catharines-niagara	42.7794849057581	-79.4384416632281	957	506	2955.84498797543	2016-11-26 00:06:34	-122.190563007061	48.3584340703419	Victoria
Vancouver	49.2455407973555	-123.538781249851	662	159	4408.24866153998	2016-11-26 00:06:35	-123.463490564322	49.2218553895233	Vancouver
New glasgow	45.6212226031881	-74.572628256655	640	349	4026.69356381521	2016-11-26 00:06:36	-64.002840347241	44.3567657329794	Halifax
Montreal	45.3684229550817	-66.1299742784322	167	287	1616.80008994881	2016-11-26 00:06:37	-63.3844008018866	45.4141283968601	Montreal
Edmonton	53.4597790015423	-113.706303541055	285	867	1251.62679102505	2016-11-26 00:06:38	-114.224322362963	51.4385339899748	Calgary
Halifax	44.8504790344398	-63.1762003334956	205	122	2489.79354900075	2016-11-26 00:06:39	-79.1805546469338	43.498337094821	Toronto
Vernon	50.3639851688137	-119.06374864395	165	590	3453.76491482602	2016-11-26 00:06:40	-113.723688477071	50.7470867658364	Calgary
London	43.1008723313273	-81.8394224309545	689	321	1326.02717024274	2016-11-26 00:06:41	-104.358207016782	50.2178843336199	Regina
Winnipeg	50.1235522230424	-96.8273809364694	466	915	1431.67122502346	2016-11-26 00:06:42	-79.222294330713	43.7787715728354	Toronto
Edmonton	53.1833174836831	-113.521611196155	546	652	4146.67428425746	2016-11-26 00:06:43	-76.9030450919062	45.0488788184753	Ottawa
Toronto	43.7384319568477	-79.6527490499691	237	402	4452.96187717468	2016-11-26 00:06:44	-97.1570892933725	49.671481963083	Winnipeg
Winnipeg	49.8603263093925	-97.313150397028	25	396	4239.01940411888	2016-11-26 00:06:45	-71.6182453385822	45.5375820232511	Montreal
Georgina	44.5992798723137	-79.2437652302948	2	960	1750.83487211959	2016-11-26 00:06:46	-79.5514793768775	43.2543203322195	Toronto
Edmonton	53.6218014742852	-113.25101714526	961	973	289.991717366502	2016-11-26 00:06:47	-80.3632388781948	43.2617702004848	Hamilton
Terrace	54.7300293106684	-129.109692855616	584	137	348.953638970852	2016-11-26 00:06:48	-80.01998515512	43.2174902468071	Hamilton
Alma	48.2138424770106	-73.2046279375876	164	705	4888.81463445723	2016-11-26 00:06:49	-80.595313800034	45.7925896985958	Montreal
Joliette	46.2430837826152	-74.3086818088863	609	32	1286.79512039525	2016-11-26 00:06:50	-79.5691979351692	43.5809019981983	Toronto
Calgary	51.3014418197005	-114.015744050852	283	860	382.260494853836	2016-11-26 00:06:51	-122.400234551391	49.1039059463682	Vancouver
Edmonton	53.4140219516823	-113.265846341601	298	555	3051.28778495127	2016-11-26 00:06:52	-113.221017061881	53.8629204870686	Edmonton
Peterborough	44.5547757227258	-78.2540394945902	277	710	691.631836781744	2016-11-26 00:06:53	-113.130456133668	53.6356726335851	Edmonton
Montreal	45.5375820232511	-71.6182453385822	515	25	2762.55400071386	2016-11-26 00:06:54	-79.3525415789733	43.8904386182288	Toronto
Toronto	43.780523528166	-79.0206282696772	88	936	3479.41187839024	2016-11-26 00:06:55	-114.105001374923	51.4858618664015	Calgary
Winnipeg	49.8756277371649	-97.3598467784754	731	661	4784.47311380878	2016-11-26 00:06:56	-79.5764479817157	43.7426289157577	Toronto
Hamilton	42.8288860317969	-79.8043757249793	161	490	3603.64482181612	2016-11-26 00:06:57	-79.0747223073324	43.6584456851221	Toronto
Oshawa	43.6052362692677	-79.1425070565442	272	520	2614.0628507128	2016-11-26 00:06:58	-71.5097709058441	46.4886356592584	Quebec
Winnipeg	50.0876320036108	-97.1233744658108	914	886	2593.25307089603	2016-11-26 00:06:59	-74.78884498775	45.2728808656709	Montreal
Alma	48.2836763753792	-71.3384731246591	580	235	3729.05290073249	2016-11-26 00:07:00	-80.2120624096795	43.3184093281454	Guelph
Edmonton	53.2841481541425	-113.435090152281	612	360	4235.24376085261	2016-11-26 00:07:01	-65.7835847672933	47.8954946534932	Bathurst
Kitchener	43.5849506218066	-80.0116813896732	33	594	683.639827475417	2016-11-26 00:07:02	-79.5841718201662	43.1235872447898	Saint catharines-niagara
Oshawa	43.478377639558	-78.9212460374082	431	644	1922.02367716236	2016-11-26 00:07:03	-79.0694594747954	43.7816238527867	Toronto
Oshawa	43.478377639558	-78.9212460374082	572	644	2054.54913463909	2016-11-26 00:07:04	-80.1136173572417	42.9543519796517	Hamilton
Oshawa	43.6051529922214	-78.7314018011714	864	203	126.393437269144	2016-11-26 00:07:05	-79.4388676435997	43.9431868343127	Toronto
Montreal	45.3103325237949	-75.9576233153553	424	678	3473.7778146402	2016-11-26 00:07:06	-60.5080318978302	45.5443879225169	Montreal
New glasgow	45.6212226031881	-74.572628256655	582	349	3278.54187862249	2016-11-26 00:07:07	-123.455108880301	49.0329481760878	Vancouver
Vancouver	49.38267860016	-122.381030616054	35	874	373.381688888185	2016-11-26 00:07:08	-113.396284267808	53.6803101752114	Edmonton
Guelph	43.7973501264997	-80.4462349521262	994	405	546.901194110978	2016-11-26 00:07:09	-75.2063892221893	45.1438124768258	Montreal
Vancouver	49.631655705317	-123.511449498186	670	75	4423.58782450901	2016-11-26 00:07:10	-79.8240250969134	44.496808182371	Barrie
Toronto	43.8268586224804	-79.2282373896828	585	91	378.223368583713	2016-11-26 00:07:11	-63.643018043498	45.6341809436164	Montreal
Vancouver	49.5595552890422	-123.064495127323	682	241	1079.92424583063	2016-11-26 00:07:12	-123.319377354057	49.3693044087287	Vancouver
Toronto	43.6981788630502	-78.9271755088728	446	421	851.349350716919	2016-11-26 00:07:13	-76.9101043912662	45.632423453246	Montreal
Toronto	44.0776877946086	-79.5163410327404	232	511	4778.11595039675	2016-11-26 00:07:14	-79.6874004217372	43.4640066472296	Toronto
Halifax	44.7742220798892	-63.5588013267303	150	844	4558.00219792873	2016-11-26 00:07:15	-96.8798505841646	49.5529092207368	Winnipeg
Vancouver	49.0457757274238	-122.517935916587	96	213	4673.82968346355	2016-11-26 00:07:16	-79.7371075247681	43.2331368317302	Hamilton
Peterborough	44.5547757227258	-78.2540394945902	366	710	623.898042703513	2016-11-26 00:07:17	-74.224337092117	45.7316474484471	Ottawa
London	43.3077735651539	-80.7386720989383	917	393	994.735436374322	2016-11-26 00:07:18	-81.4668489700236	42.8680142559745	London
North cowichan	48.5314342346206	-121.769151557142	547	87	3798.72129746946	2016-11-26 00:07:19	-62.3263860376079	45.287021551532	Montreal
Toronto	43.717933127447	-79.4960915981798	557	524	1879.33352291584	2016-11-26 00:07:20	-63.9993401433787	44.8173805408442	Halifax
Montreal	45.7432547958126	-82.0527910598024	548	444	2269.0954258549	2016-11-26 00:07:21	-79.2906247859809	43.5579382066329	Toronto
Calgary	50.7145025080503	-114.105467260919	912	576	2926.54324735049	2016-11-26 00:07:22	-97.0416203591301	50.2691654431754	Winnipeg
Edmonton	53.6448778628087	-113.325580478355	502	50	1227.452672855	2016-11-26 00:07:23	-122.508668580728	54.1762839616358	Prince george
Campbell river	50.1353881816909	-124.811494029663	595	448	2362.64236300485	2016-11-26 00:07:24	-79.0406673264833	45.4793602045388	Montreal
Oshawa	43.478377639558	-78.9212460374082	812	644	1511.128756369	2016-11-26 00:07:25	-79.4707993059456	43.3270814194235	Toronto
Toronto	43.6950670556503	-79.6064838214928	487	655	2744.5241447771	2016-11-26 00:07:26	-79.1325640140867	43.3042981025116	Toronto
Toronto	43.375596686644	-79.6759051403735	777	70	4698.22603124194	2016-11-26 00:07:27	-97.254148708267	49.5344282928457	Winnipeg
Toronto	43.5189913446241	-79.0299982995295	632	926	627.626133337617	2016-11-26 00:07:28	-79.539875477484	44.4957739895581	Barrie
Toronto	44.0982221827842	-79.408319713035	731	10	2086.36007414898	2016-11-26 00:07:29	-79.5764479817157	43.7426289157577	Toronto
Oshawa	43.6694969845442	-78.8634841669871	670	734	1427.0119349123	2016-11-26 00:07:30	-79.8240250969134	44.496808182371	Barrie
Toronto	43.7787715728354	-79.222294330713	741	466	2875.22266147425	2016-11-26 00:07:31	-79.1895828255354	42.9481050598961	Saint catharines-niagara
Toronto	43.3988423000697	-79.360762810284	585	423	656.587209948339	2016-11-26 00:07:32	-63.643018043498	45.6341809436164	Montreal
Vancouver	49.6203604542144	-122.877402511396	105	544	2691.09489124967	2016-11-26 00:07:33	-79.8531389302294	44.0382005231555	Barrie
Vancouver	49.6837911712703	-122.924487822443	551	685	345.285140105989	2016-11-26 00:07:34	-63.5277862330848	44.3344374342722	Halifax
Montreal	45.3103325237949	-75.9576233153553	71	678	4377.16603680747	2016-11-26 00:07:35	-79.6653228823725	43.6290307944681	Toronto
Toronto	43.8487174940588	-79.1280648192238	125	344	4427.44830761803	2016-11-26 00:07:36	-79.5456993384907	43.5978743894724	Toronto
Calgary	51.2057329616447	-114.377734621899	325	934	4094.8354150285	2016-11-26 00:07:37	-97.208182178799	50.161155041769	Winnipeg
Sherbrooke	45.3454223844143	-73.0523635536294	267	212	3239.48227448855	2016-11-26 00:07:38	-123.348388654845	48.8578620736584	Vancouver
Toronto	43.6906383882074	-79.0840473099069	885	931	1902.69786678255	2016-11-26 00:07:39	-79.4774282928485	43.6298601762783	Toronto
Toronto	43.9431868343127	-79.4388676435997	935	864	1131.96996900951	2016-11-26 00:07:40	-67.8526033686096	45.2532136422891	Montreal
Sudbury	46.7518035321801	-80.6251861407387	806	311	2297.54984334577	2016-11-26 00:07:41	-123.777774592886	49.4295582653202	Vancouver
Calgary	50.6183820938148	-113.890371144353	806	400	3730.7949901442	2016-11-26 00:07:42	-123.777774592886	49.4295582653202	Vancouver
Montreal	45.3463865669615	-74.8113656651075	866	545	1623.10233272146	2016-11-26 00:07:43	-79.3861188489753	43.6611550483526	Toronto
Toronto	43.6203489095525	-79.7713615854559	114	95	3023.60471587162	2016-11-26 00:07:44	-78.5289230413737	44.1356819314344	Oshawa
Georgina	44.5992798723137	-79.2437652302948	400	960	445.755172311328	2016-11-26 00:07:45	-113.890371144353	50.6183820938148	Calgary
Vancouver	49.38267860016	-122.381030616054	962	874	145.006369613111	2016-11-26 00:07:46	-72.2211642877388	45.5773943063619	Montreal
Montreal	45.3617614567768	-73.2636789432783	428	967	2904.32970830007	2016-11-26 00:07:47	-123.418712025199	49.1171025961948	Vancouver
Edmonton	53.4991494857906	-113.692521462944	536	399	2109.09257768653	2016-11-26 00:07:48	-125.43759191549	50.2591885836145	Campbell river
Saint catharines-niagara	43.3227208454153	-79.1891731102414	111	452	3235.39944997756	2016-11-26 00:07:49	-114.083168576881	51.1390958466685	Calgary
Kitchener	43.4082755826584	-80.9359004058346	118	861	1474.38844831195	2016-11-26 00:07:50	-113.587095512491	52.4015694188608	Red deer
Toronto	43.5415081396918	-79.7889078174869	906	486	410.387785732746	2016-11-26 00:07:51	-79.664727102294	44.3240776677016	Bolton
Edmonton	53.4140219516823	-113.265846341601	665	555	2930.03885793732	2016-11-26 00:07:52	-79.4079048893179	43.8133051208571	Toronto
Vancouver	49.0715010782827	-123.048225065172	32	293	1113.53895026259	2016-11-26 00:07:53	-74.3086818088863	46.2430837826152	Joliette
Barrie	44.5379702269402	-79.6014189937292	831	620	990.095725131687	2016-11-26 00:07:54	-71.2189240405781	47.2181654996138	Quebec
Georgetown	43.7345149412895	-79.4734850277745	815	420	4583.59109219164	2016-11-26 00:07:55	-122.78816705548	49.3478318515406	Vancouver
Montreal	45.8402337042823	-74.5580907390794	913	869	650.821848609485	2016-11-26 00:07:56	-123.215262149404	49.7122347833169	Vancouver
Spruce grove	53.2625893072628	-113.800005156518	679	16	3302.52066334942	2016-11-26 00:07:57	-113.740496531008	53.6355111982275	Edmonton
Montreal	45.7034763780845	-80.9593848445739	259	475	2016.85503557092	2016-11-26 00:07:58	-78.2462824724895	43.6161860931389	Cobourg
Toronto	43.5425961592756	-79.1841821192292	280	78	2592.52507421188	2016-11-26 00:07:59	-70.8878519494139	47.1124536392261	Quebec
Joliette	46.2430837826152	-74.3086818088863	668	32	3408.70535905706	2016-11-26 00:08:00	-79.3168462095167	43.7275824620527	Toronto
Ottawa	45.7316474484471	-74.224337092117	261	366	3842.62413257966	2016-11-26 00:08:01	-82.5473956398661	45.3026696714935	Montreal
Kelowna	49.870569983505	-119.0624502847	706	673	4671.40868514543	2016-11-26 00:08:02	-73.1533697466897	45.5750161681189	Montreal
Gatineau	45.8374332107486	-76.9238723658071	931	602	2319.97742571402	2016-11-26 00:08:03	-79.0840473099069	43.6906383882074	Toronto
Toronto	43.9834275922125	-79.3629579639635	190	304	1360.76854589628	2016-11-26 00:08:04	-79.4314954056147	43.2110498118919	Toronto
Midland	44.772291371524	-79.3246697509199	194	855	151.632199634332	2016-11-26 00:08:05	-79.4579422007365	43.6524115833043	Toronto
Saskatoon	51.7905250234932	-105.873812621781	768	262	3557.42516622413	2016-11-26 00:08:06	-75.5318949665149	45.7012759953374	Ottawa
Vancouver	49.4475782996702	-123.687096987986	71	921	4005.9795231442	2016-11-26 00:08:07	-79.6653228823725	43.6290307944681	Toronto
Hamilton	43.0016756642202	-79.6851527006837	528	27	1068.64588517928	2016-11-26 00:08:08	-123.536011260786	48.9369815391569	Vancouver
Montreal	45.2662953493358	-62.6933772691019	111	848	2102.7384615154	2016-11-26 00:08:09	-114.083168576881	51.1390958466685	Calgary
Vancouver	49.1054289356223	-123.429940176222	543	305	1515.38536696462	2016-11-26 00:08:10	-74.0300370371934	45.4021306351544	Montreal
Montreal	45.3026696714935	-82.5473956398661	212	261	1081.2746622134	2016-11-26 00:08:11	-73.0523635536294	45.3454223844143	Sherbrooke
Vancouver	49.3704643806746	-123.584957971203	59	647	1952.64277437236	2016-11-26 00:08:12	-83.9285386777913	45.3756614368736	Montreal
Montreal	45.1083506147052	-73.3810593595181	66	839	3961.12382364227	2016-11-26 00:08:13	-80.0665601092883	43.8855502666049	Guelph
Abbotsford	49.3938880161591	-121.789790859917	640	636	3670.94818850746	2016-11-26 00:08:14	-64.002840347241	44.3567657329794	Halifax
Toronto	43.6453174288588	-79.6092969151039	656	743	2754.09586612368	2016-11-26 00:08:15	-97.1824743069954	49.9810971074685	Winnipeg
Toronto	43.7758967857857	-79.6227209894075	237	13	1937.01348502655	2016-11-26 00:08:16	-97.1570892933725	49.671481963083	Winnipeg
Abbotsford	49.3938880161591	-121.789790859917	299	636	1420.31108560041	2016-11-26 00:08:17	-119.674361420052	50.1912037771988	Kelowna
Toronto	43.5840898207644	-79.4214352869885	832	988	4783.91343915137	2016-11-26 00:08:18	-113.991516817143	53.5919102826476	Edmonton
Winnipeg	49.6077444036384	-97.0293794466468	982	513	1998.58367081033	2016-11-26 00:08:19	-79.684054023079	43.8016660695233	Toronto
Leamington	42.1683075744238	-81.599297881747	889	521	4362.1495333151	2016-11-26 00:08:20	-71.2303135773601	47.1852661436541	Quebec
Sherbrooke	45.5911757612409	-69.2927647037338	237	109	1283.48562200554	2016-11-26 00:08:21	-97.1570892933725	49.671481963083	Winnipeg
Toronto	43.2543203322195	-79.5514793768775	797	2	1108.84992880747	2016-11-26 00:08:22	-72.6660637079528	45.8298863047185	Montreal
Vancouver	49.6137103276973	-123.367962049285	311	862	2053.89435817488	2016-11-26 00:08:23	-80.6251861407387	46.7518035321801	Sudbury
Vancouver	49.4295582653202	-123.777774592886	652	806	2596.34375917958	2016-11-26 00:08:24	-113.521611196155	53.1833174836831	Edmonton
Montreal	45.304852916449	-76.9704926053609	97	877	3845.64966361504	2016-11-26 00:08:25	-123.287532083319	49.1871543158331	Vancouver
Calgary	50.7145025080503	-114.105467260919	733	576	233.185813203454	2016-11-26 00:08:26	-71.487857764787	46.5130224972896	Quebec
Edmonton	53.3263605118494	-113.202212450123	706	972	263.333268056158	2016-11-26 00:08:27	-73.1533697466897	45.5750161681189	Montreal
Nanticoke	42.7492123155403	-80.9530584471276	984	784	1508.3647809457	2016-11-26 00:08:28	-71.0723889013513	46.5549633417882	Quebec
Toronto	43.2702828720194	-79.534147276663	916	458	4463.25257449644	2016-11-26 00:08:29	-73.4285942646425	45.8712398954997	Sorel
Toronto	43.498337094821	-79.1805546469338	927	205	874.048470600974	2016-11-26 00:08:30	-113.628856704043	50.7880292220636	Calgary
Halifax	44.7742220798892	-63.5588013267303	60	844	4728.78728734795	2016-11-26 00:08:31	-79.0676064193153	43.6578307680384	Toronto
Central okanagan	49.9523788893776	-119.971428134428	971	341	4939.31155595928	2016-11-26 00:08:32	-80.2997269791245	43.2329354604303	Hamilton
Bathurst	47.3551424599478	-65.7612703813074	118	48	3436.92533146823	2016-11-26 00:08:33	-113.587095512491	52.4015694188608	Red deer
Montreal	45.2313432299356	-77.9757257080114	610	626	883.09849370271	2016-11-26 00:08:34	-122.541106220686	49.1774108086993	Vancouver
Montreal	45.2540538602638	-74.1418150440616	931	523	122.444425127469	2016-11-26 00:08:35	-79.0840473099069	43.6906383882074	Toronto
Calgary	50.8548808139956	-114.544307339724	893	459	3378.48430365557	2016-11-26 00:08:36	-75.139329821637	45.5336210539995	Montreal
Vancouver	49.38267860016	-122.381030616054	518	874	3472.98945861403	2016-11-26 00:08:37	-65.7854414936533	45.1994899551254	Montreal
New glasgow	45.6212226031881	-74.572628256655	215	349	4195.63393957214	2016-11-26 00:08:38	-113.74940639196	51.0790939923268	Calgary
Moose jaw	50.0915550640699	-105.844113004945	129	474	2211.65896987077	2016-11-26 00:08:39	-112.339122864957	49.5561939657186	Lethbridge
Calgary	51.0018170316038	-113.730010396911	721	977	4165.86650700774	2016-11-26 00:08:40	-84.4991962564864	42.3563981293072	Windsor
Penticton	49.8625047243038	-119.373568760401	821	593	2930.97873928491	2016-11-26 00:08:41	-60.4934757777129	45.9530525817203	Sydney
Winnipeg	49.7783853023886	-97.5763244226924	951	570	4739.08809795976	2016-11-26 00:08:42	-122.344618770994	48.5975718120484	Victoria
Central okanagan	49.9523788893776	-119.971428134428	72	341	4914.41125400597	2016-11-26 00:08:43	-79.6987537169063	43.8279812213624	Toronto
Montreal	45.1083506147052	-73.3810593595181	269	839	2971.17064235499	2016-11-26 00:08:44	-77.0490813788919	45.3084140820952	Ottawa
Montreal	45.4667856053092	-79.237637675416	805	253	1594.90669789957	2016-11-26 00:08:45	-73.0219156722453	46.4436369033734	Trois-rivieres
Vancouver	49.4585552735065	-123.292917312037	426	401	2845.88200513972	2016-11-26 00:08:46	-71.5969931057394	46.597447748471	Quebec
Vancouver	49.1515484554747	-122.913676239202	337	794	1728.01023910288	2016-11-26 00:08:47	-81.1912691727729	45.2400423876872	Montreal
Hamilton	43.2521000378445	-80.3807637178612	707	727	2622.60958348634	2016-11-26 00:08:48	-79.3374113817909	43.5984486106907	Toronto
Saint-jean-sur-richelieu	44.9579591748123	-72.6301911104823	289	719	3408.68420124752	2016-11-26 00:08:49	-71.6150558059058	46.9250547428154	Quebec
Toronto	43.6421590893115	-79.1921068632051	227	966	2010.08117925376	2016-11-26 00:08:50	-79.0940602160801	45.4000620847824	Montreal
Toronto	43.5579382066329	-79.2906247859809	695	548	2840.24384421064	2016-11-26 00:08:51	-107.181794845443	51.8339823680405	Saskatoon
Barrie	44.5379702269402	-79.6014189937292	635	620	3776.63137105992	2016-11-26 00:08:52	-63.7698455917804	45.0610533133907	Halifax
Vancouver	49.4451749131168	-122.922230189258	948	249	4540.96623349469	2016-11-26 00:08:53	-71.4975297598336	45.5843412636235	Montreal
Moose jaw	50.0915550640699	-105.844113004945	960	474	3702.99653274706	2016-11-26 00:08:54	-79.2437652302948	44.5992798723137	Georgina
Montreal	45.3709760246829	-75.8734181346196	42	792	1684.34328855947	2016-11-26 00:08:55	-96.8870335483743	50.2312630018731	Winnipeg
Montreal	45.3126926099079	-75.2704307231204	309	276	4738.95860750927	2016-11-26 00:08:56	-73.9907963184258	45.187619843182	Montreal
Vancouver	49.1948188749959	-122.366297830051	34	530	741.284926107619	2016-11-26 00:08:57	-73.4714327247927	45.3876689139926	Ottawa
Montreal	45.6064323024137	-66.4817601066893	126	949	3737.17264982406	2016-11-26 00:08:58	-81.8404217892556	42.6755559470422	Sarnia
Granby	45.1548630423291	-70.1844072842609	289	809	685.510804574005	2016-11-26 00:08:59	-71.6150558059058	46.9250547428154	Quebec
Lethbridge	49.7163389360033	-113.294995704657	74	829	4372.88106866181	2016-11-26 00:09:00	-79.7810456903729	43.563183109095	Toronto
Toronto	43.8768218507569	-79.2563727700757	248	634	3745.54449586431	2016-11-26 00:09:01	-122.668885090956	49.1060073682305	Vancouver
Georgina	44.5992798723137	-79.2437652302948	286	960	3181.39899898088	2016-11-26 00:09:02	-79.3127279401153	43.2782235141326	Toronto
London	43.3077735651539	-80.7386720989383	400	393	4872.92175762122	2016-11-26 00:09:03	-113.890371144353	50.6183820938148	Calgary
Toronto	43.8768218507569	-79.2563727700757	654	634	4777.85147777759	2016-11-26 00:09:04	-122.931736713205	48.8549154257279	Vancouver
Winnipeg	49.9701057537278	-96.9048897439705	288	445	4897.08471371559	2016-11-26 00:09:05	-78.7119896885867	42.9664821887851	Saint catharines-niagara
Winnipeg	49.7743476334687	-97.3113570725454	450	735	2067.91158101987	2016-11-26 00:09:06	-79.7289032450048	43.7314737033022	Toronto
Toronto	43.9431868343127	-79.4388676435997	565	864	3940.02366850618	2016-11-26 00:09:07	-67.9581005831245	45.4489130172223	Montreal
Saint thomas	43.1712234299064	-80.7685067795794	136	230	2094.3906937493	2016-11-26 00:09:08	-79.485927207237	43.6256412634813	Toronto
Ottawa	45.0488788184753	-76.9030450919062	553	546	2825.69706760114	2016-11-26 00:09:09	-79.2128860297131	43.7430101586333	Toronto
Moncton	45.9902289089439	-64.6670991020617	666	132	1600.75947379228	2016-11-26 00:09:10	-84.5139583816205	45.4236405909488	Montreal
New glasgow	45.6538958092301	-68.3149606993696	934	505	3808.16920679063	2016-11-26 00:09:11	-114.377734621899	51.2057329616447	Calgary
Montreal	45.4489130172223	-67.9581005831245	400	565	2119.08951245714	2016-11-26 00:09:12	-113.890371144353	50.6183820938148	Calgary
Edmonton	53.4597790015423	-113.706303541055	616	867	3460.89767711237	2016-11-26 00:09:13	-79.0267539540041	43.8963095711195	Toronto
Victoria	48.1827172738195	-123.031945859767	255	348	3100.78114422504	2016-11-26 00:09:14	-123.589276651476	49.0633705298411	Vancouver
